LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC%,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
Filflo1,Filobasidium floriforme,Filflo1,42,27469088,11571,2287425,662110,654025.90,12,938801,27,545542,52.94,7,22,17
Fimjon1,Fimicolochytrium jonesii,Fimjon1,57,30619153,1426,2244513,414133,537178.12,12,799348,37,293611,53.85,0,5,17
Fishe1,Fistulina hepatica,Fishe1,588,33847808,1004,1553176,5585,57564.30,27,349856,114,51077,49.70,0,2,3
Flafl1,Irpex flavus,Flafl1,29,31510012,1380,4534775,60170,1086552.14,5,3250782,10,1403141,52.25,1,1,12
FlaPMI526_1,Flagelloscypha sp.,FlaPMI526_1,397,72728845,1371,3494035,39267,183196.08,18,1132480,143,66014,46.84,0,0,11
Fomfom1,Fomes fomentarius,Fomfom1,26,40950972,4674,4918470,976149,1575037.38,6,2996224,14,973794,54.43,0,0,10
Fomme1,Fomitiporia mediterranea,Fomme1,1412,63354420,1998,9598269,2888,44868.57,6,4291492,18,1108659,36.59,2,14,14
Fompi3,Fomitopsis schrenkii,Fompi3,504,41614358,1004,1378269,6131,82568.17,37,367043,132,77990,53.05,0,1,0
Fomros1,Rhodofomes roseus,Fomros1,80,38369625,1902,2445783,255924,479620.31,11,1142371,34,409454,55.79,0,0,7
Foner1,Fonsecaea erecta,Foner1,57,34747975,5070,4892217,26781,609613.60,5,2675113,13,1013449,53.03,0,3,0
Fonmo1,Fonsecaea monophora,Fonmo1,324,35229797,1196,1141665,50699,108733.94,42,268916,142,64928,52.23,0,0,6
Fonmu1,Fonsecaea multimorphosa,Fonmu1,67,33447075,1008,2522639,324593,499210.07,11,963319,36,299020,52.57,0,8,5
Fonnu1,Fonsecaea nubica,Fonnu1,258,33787447,1014,1192800,68432,130959.10,36,302482,120,88068,52.46,0,1,1
Fonpe1,Fonsecaea pedrosoi,Fonpe1,11,34688880,1062,5379281,3427746,3153534.55,4,4532703,8,2172439,52.27,4,6,6
Fusco1,Fusarium commune,Fusco1,19,48370669,3584,6567997,2783161,2545824.68,5,4717126,10,2783161,47.76,0,0,10
Fuscu1,Fusarium culmorum,Fuscu1,6,41928875,1834517,11803652,7957372,6988145.83,2,9183391,5,3208310,44.26,0,1,0
Fuseq1,Fusarium sp.,Fuseq1,15,40328194,14616,8717868,2911184,2688546.27,3,5434111,7,2917300,48.19,0,1,5
Fusfu1,Fusarium fujikuroi,Fusfu1,12,43832314,692922,6564208,3307243,3652692.83,5,4234805,10,2553298,47.45,0,1,0
Fusgr1,Fusarium graminearum,Fusgr1,31,36446046,2080,8931406,10300,1175678.90,3,5350016,7,2732284,48.04,0,1,0
Fusla1,Fusarium langsethiae,Fusla1,1586,37543021,1003,829859,7077,23671.51,100,86515,652,9808,48.19,0,6,6
Fusma1,Fusarium mangiferae,Fusma1,254,46292722,933,4752789,1915,182254.81,7,2536721,19,767837,47.63,0,0,1
Fusox2,Fusarium oxysporum,Fusox2,114,61357934,900,4358238,68476,538227.49,11,1976106,34,500264,47.28,0,1,0
Fusoxcon1,Fusarium oxysporum,Fusoxcon1,2552,53575352,1000,937530,4123,20993.48,78,161291,826,7233,47.39,0,5,3
Fusoxcub1,Fusarium odoratissimum,Fusoxcub1,418,46553780,1014,4544391,3104,111372.68,12,1130391,54,160465,47.38,0,1,2
FusoxFo47_2,Fusarium oxysporum,FusoxFo47_2,12,50358849,2552985,6487135,4300638,4196570.75,5,4523040,11,2853886,47.72,9,10,11
Fusoxlyc1,Fusarium oxysporum,Fusoxlyc1,388,48637398,1026,4599047,7418,125354.12,8,2091760,47,79788,47.59,0,5,0
Fusoxmel1,Fusarium oxysporum,Fusoxmel1,1146,54034280,1003,6345831,2938,47150.33,7,2206590,108,36577,47.29,0,3,2
Fusoxpis1,Fusarium oxysporum,Fusoxpis1,472,55188216,1012,5895957,13486,116924.19,7,2838763,104,54900,47.04,0,1,0
Fusoxrad1,Fusarium oxysporum,Fusoxrad1,418,49359289,1018,5064356,4042,118084.42,7,2471847,25,250012,47.52,0,1,1
Fusoxrap1,Fusarium oxysporum,Fusoxrap1,1218,53499362,1001,3043968,7396,43923.94,27,449381,331,18998,47.29,0,1,4
Fusoxvas1,Fusarium oxysporum,Fusoxvas1,985,52914414,1020,3361134,7318,53720.22,26,423970,233,27360,47.26,0,3,2
Fuspo1,Fusarium poae,Fuspo1,181,46476831,2082,11790407,24758,256778.07,3,8783590,26,101954,46.22,2,4,7
Fuspro1,Fusarium proliferatum,Fuspro1,32,45210324,2215,6348331,747996,1412822.62,5,3311891,13,1411884,48.12,0,1,1
Fusps1,Fusarium pseudograminearum,Fusps1,4,36330246,7724594,11688822,8840934,9082561.50,2,8840934,4,7724594,48.22,1,2,2
Fusre1,Fusarium redolens,Fusre1,74,52563400,2753,6052659,261675,710316.22,9,1971302,28,507413,46.90,0,1,4
Fusso1,Fusarium solani,Fusso1,74,52932111,1602,4634928,210857,715298.80,9,2221287,28,525348,51.00,0,0,3
Fustri1,Fusarium avenaceum,Fustri1,13,42232206,41095,7109863,3183951,3248631.23,4,4676257,9,1706157,48.10,0,0,6
Fusve2,Fusarium verticillioides,Fusve2,36,41776161,14062,4627337,985449,1160448.92,8,1959799,20,825785,48.62,0,0,0
Fusven1,Fusarium venenatum,Fusven1,9,37452605,1781,12009896,22018,4161400.56,2,9116532,4,8083514,47.64,0,1,4
Gaegr1,Gaeumannomyces tritici,Gaegr1,513,43618147,502,8015784,2567,85025.63,3,6703616,10,1072246,53.28,2,4,12
Gaesem1,Gaertneriomyces semiglobifer,Gaesem1,77,20918219,1736,1960441,92023,271665.18,9,575746,33,163481,49.53,1,2,17
Galinc1,Mycobernardia incrustans,Galinc1,514,51415400,1475,1662920,28326,100029.96,36,360223,217,35547,59.39,0,0,10
Galma1,Galerina marginata,Galma1,414,59418196,2002,3629680,3431,143522.21,15,1219514,54,334874,46.73,0,1,4
Ganpr1,Gonapodya prolifera,Ganpr1,352,48794828,1033,1572201,34303,138621.67,42,347324,129,124591,51.82,0,13,11
Gansi1,Ganoderma sinense,Gansi1,69,48955697,2160,4262535,172682,709502.86,8,2256307,24,580078,55.59,0,2,3
Gansp1,Ganoderma sp.,Gansp1,156,39522573,2002,4606855,2908,253349.83,6,2725691,13,1965372,54.33,2,11,7
Gaumor1_1,Gautieria morchelliformis,Gaumor1_1,1220,122807766,426,730389,60977,100662.10,200,184800,675,52103,49.87,0,2,2
Geatri1,Geastrum triplex,Geatri1,1666,58565933,1001,779067,10137,35153.62,160,102356,636,21389,34.15,0,4,4
Gervar1,Geranomyces variabilis,Gervar1,231,23695997,1008,908569,43384,102580.07,30,231969,95,74398,54.29,0,7,6
Gigro1,Gigaspora rosea,Gigro1,7526,567950182,917,1204750,13622,75465.08,734,232087,2508,62719,26.52,0,34,45
Gilper1,Gilbertella persicaria,Gilper1,125,25732466,1072,784368,146884,205859.73,23,433431,67,126113,37.07,0,0,0
Glalo1,Glarea lozoyensis,Glalo1,22,39509734,118369,3594336,2083786,1795897.00,8,2105285,16,1378442,45.43,3,13,9
Glonio1,Gloniopsis sp. FL0384,Glonio1,71,35836257,1249,2018040,329033,504736.01,14,963242,37,319224,48.36,3,23,16
Glopol1,Globomyces pollinis-pini,Glopol1,1155,21646612,1000,271809,7350,18741.66,125,50517,536,8226,34.98,0,8,6
Glost2,Glonium stellatum,Glost2,2730,40521621,304,150620,7618,14843.08,395,30704,1407,7183,48.01,0,10,8
Glotr1_1,Gloeophyllum trabeum,Glotr1_1,443,37181821,2004,4293775,2994,83931.88,7,1857171,18,659595,49.30,0,2,3
Gonbut1,Gongronella butleri,Gonbut1,112,33012461,6603,1600514,183805,294754.12,21,514243,68,136595,48.39,0,0,0
Gorhay1,Gorgonomyces haynaldii,Gorhay1,27,13983420,20215,1596038,445109,517904.44,8,597596,20,374612,45.77,0,0,12
Grocl1,Leptographium clavigerum,Grocl1,289,29794006,425,4437291,1472,103093.45,6,1996734,15,595886,52.17,0,6,12
Guyne1,Guyanagaster necrorhizus,Guyne1,168,53686691,1127,2897764,58810,319563.64,15,1338049,54,248122,45.01,0,2,0
Gyman1,Gymnopus androsaceus,Gyman1,2516,89149538,1001,1225853,5422,35433.04,144,171611,691,21349,44.78,1,5,9
Gymau1,Gymnascella aurantiaca,Gymau1,347,25350464,1009,764011,20032,73056.09,42,213154,127,55891,51.15,0,2,2
Gymch1,Gymnopilus chrysopellus,Gymch1,1949,47223541,1000,360134,8539,24229.63,210,64321,830,12298,49.50,0,7,10
,Gymci1_1,Gymci1_1,272,25160636,1018,861338,42747,92502.34,34,232491,119,60814,51.53,1,5,7
Gymjun1,Gymnopilus junonius,Gymjun1,1174,59461163,1027,1659529,19634,50648.35,95,152469,589,19545,46.44,0,1,2
Gymlu1,Collybiopsis luxurians,Gymlu1,383,66281680,2007,3435311,23187,173059.22,30,635431,113,148918,44.36,0,5,4
Gyresc1,Gyromitra esculenta,Gyresc1,271,45046303,1001,1692862,32584,166222.52,27,535011,84,119264,45.67,0,7,8
Gyrli1,Gyrodon lividus,Gyrli1,369,43048674,1051,2324109,4335,116663.07,14,1155149,50,174089,47.63,0,2,1
Halrad1,Halteromyces radiatus,Halrad1,22,26215609,3524,4504902,574963,1191618.59,4,3615827,9,942607,33.33,0,0,0
Hangu1,Hanseniaspora guilliermondii,Hangu1,208,9037850,1023,247000,24039,43451.20,32,91417,108,22302,30.94,0,0,0
Hanop1,Hanseniaspora opuntiae,Hanop1,17,8831957,4156,1912120,232064,519526.88,3,1277918,7,450723,34.68,0,0,0
Hanos1,Hanseniaspora osmophila,Hanos1,17,11458415,9672,1932387,614824,674024.41,4,1273072,9,614824,36.70,0,0,0
Hanpo2,Ogataea polymorpha,Hanpo2,7,8974850,988507,1541475,1302532,1282121.43,4,1302532,7,988507,47.86,0,0,0
Hanuv1,Hanseniaspora uvarum,Hanuv1,18,8807786,3620,1922431,229171,489321.44,3,1289090,7,436904,31.59,0,0,0
Hanva1_1,Hanseniaspora valbyensis,Hanva1_1,647,11464179,1994,834636,3016,17718.98,11,332595,219,4131,22.57,0,1,0
Hebcy2,Hebeloma cylindrosporum,Hebcy2,176,38226047,1044,3307763,23306,217193.45,12,1068939,45,198816,45.82,0,9,4
Hebvel2,Hebeloma albidulum,Hebvel2,76,65279695,5883,5167908,550139,858943.36,13,1506295,44,389135,47.02,1,9,5
Helgr1,Helicocarpus griseus,Helgr1,546,32035056,1015,461675,31259,58672.26,78,124615,258,35996,47.95,0,1,3
Helpul1,Helicostylum pulchrum,Helpul1,233,32727348,1500,1165174,23580,140460.72,23,452374,78,94910,34.18,0,2,0
Helsul1,Heliocybe sulcata,Helsul1,87,31948515,1025,3419372,77437,367224.31,9,1171428,29,262469,52.12,0,13,6
Heper1,Hepatospora eriocheir,Heper1,1300,4570278,200,80051,495,3515.60,78,16672,358,2084,22.44,0,17,12
Hercor1,Hericium coralloides,Hercor1,125,35332148,1195,1366710,132658,282657.18,19,711881,60,146482,53.66,0,0,0
Herpot1_1,Herpotrichia sp.,Herpot1_1,36,52395805,7216,3008999,1728757,1455439.03,12,1985133,23,1610235,46.72,1,3,17
Hesve2finisherSC,Hesseltinella vesiculosa,Hesve2finisherSC,120,27224236,897,1790259,69674,226868.63,14,571097,44,179814,46.26,0,0,0
Hetan2,Heterobasidion annosum,Hetan2,15,33649967,8087,3591957,2238742,2243331.13,6,2572835,12,1764121,52.23,6,13,6
Hethyg1,Heterodoassansia hygrophilae,Hethyg1,75,25986125,4612,2577607,40165,346481.67,9,1062956,27,268749,60.55,0,1,19
Hetpy1,Heterogastridium pycnidioideum,Hetpy1,117,17579447,1020,1603391,12809,150251.68,10,631137,31,147009,42.71,0,0,2
Hexnit1,Daedaleopsis nitida,Hexnit1,33,41833432,1658,4884068,470824,1267679.76,6,3186461,13,852708,56.16,1,5,11
Hirmi1,Hirsutella minnesotensis,Hirmi1,731,51057407,2008,1668383,17905,69845.97,35,382469,279,26337,50.83,0,1,1
Hisca1,Histoplasma capsulatum,Hisca1,275,32988475,620,7343276,1682,119958.09,4,2885091,11,1161879,42.83,1,3,5
Hompol1,Homolaphlyctis polyrhiza,Hompol1,3517,21324754,895,107101,3016,6063.34,577,10789,2017,2248,42.86,0,0,1
Horac1,Neohortaea acidophila,Horac1,39,20432448,1060,2725783,14979,523908.92,5,1943569,11,1020339,56.50,0,2,1
Horwer1,Hortaea werneckii,Horwer1,651,49942992,561,787827,42181,76717.35,100,153735,337,39543,53.48,0,32,25
Hyabl1,Hyalopycnis blepharistoma,Hyabl1,210,17929094,1020,1825235,14839,85376.64,11,533493,55,42698,42.60,0,1,0
Hyacur1,Hyaloraphidium curvatum,Hyacur1,55,31926619,17650,1607648,607112,580483.98,18,722379,39,485554,65.12,0,0,34
Hyafin1,Hyaloscypha finlandica,Hyafin1,554,64032857,1000,1519711,33273,115582.77,51,359327,214,55627,45.18,0,5,10
Hydfim1,Irpex rosettiformis,Hydfim1,256,34571335,1030,3077710,7251,135044.28,13,858008,52,139884,47.55,0,5,3
Hydpi2,Hydnomerulius pinastri,Hydpi2,603,38278792,1004,2444957,3802,63480.58,16,689477,83,55042,46.80,0,0,0
Hydru2,Hydnum rufescens,Hydru2,1072,67135451,982,922706,13383,62626.35,99,217568,353,41930,46.18,0,2,5
Hygaur1,Hygrophoropsis aurantiaca,Hygaur1,2305,36975565,1004,430181,5239,16041.46,169,50758,1039,6092,47.68,0,2,5
Hymrad1,Hymenopellis radicata,Hymrad1,1968,78586887,197,1276362,16686,39932.36,195,104573,1030,15888,50.83,0,4,7
,Hymenoscyphus varicosporioides,Hymvar1,106,48242133,1725,2716377,98752,455114.46,15,1155614,39,380123,44.58,0,0,11
Hypbu1,Hyphopichia burtonii,Hypbu1,27,12403110,1148,2734067,3503,459374.44,3,1853527,8,665870,34.83,0,0,0
HypCI4A_1,Hypoxylon sp.,HypCI4A_1,899,37704138,1004,1159409,2166,41940.09,35,351206,133,62617,45.80,0,5,6
HypCO275_1,Hypoxylon sp.,HypCO275_1,505,46585682,1026,578297,57783,92248.88,83,184314,259,53020,40.46,0,9,13
HypEC38_3,Hypoxylon sp.,HypEC38_3,288,47717833,1003,3254829,5565,165686.92,16,986516,52,261245,39.76,0,8,3
Hypma1,Hypsizygus marmoreus,Hypma1,340,41626055,1016,2331425,5267,122429.57,20,628271,68,145774,48.68,0,6,6
Hypsu1,Hypholoma sublateritium,Hypsu1,704,48031814,893,1726651,5466,68227.01,44,298747,173,58947,49.41,0,7,2
Hyspu1_1,Hysterium pulicare,Hyspu1_1,586,38427427,306,910069,7802,65575.81,49,240709,170,57510,48.61,1,3,9
Hyssto1,Hysterangium stoloniferum,Hyssto1,652,111842964,1512,4441011,44514,171538.29,54,556068,241,99267,44.12,0,0,0
Ilyeu1,Ilyonectria sp.,Ilyeu1,81,62828295,1719,5346364,209668,775657.96,10,2311083,30,552424,51.52,0,2,7
Ilyrob1,Ilyonectria robusta,Ilyrob1,268,59648482,1122,5209106,25062,222568.96,13,1240368,60,140143,51.69,0,0,2
Ilysp1,Ilyonectria europaea,Ilysp1,325,63663791,1003,6023599,16117,195888.59,9,2888782,58,122127,50.75,0,3,2
Irplac1,Irpex lacteus,Irplac1,424,47742868,1158,2963555,32643,112601.10,24,476280,175,39256,50.67,0,1,6
Jaaar1,Jaapia argillacea,Jaaar1,295,45045919,2013,3433974,3822,152698.03,13,1085034,54,179359,47.81,0,3,6
Jahaq1,Jahnula aquatica,Jahaq1,232,46563677,1238,1099717,121083,200705.50,38,354744,122,113761,48.52,0,12,15
Jamsp1,Jaminaea sp.,Jamsp1,21,16615586,93164,3091552,626183,791218.38,6,754703,17,454517,59.40,0,0,0
Jimfl_AD_1,Jimgerdemannia flammicorona,Jimfl_AD_1,35354,231316372,1001,94172,4125,6542.86,6397,10860,21978,2852,42.83,0,61,58
Jimfl_GMNB39_1,Jimgerdemannia flammicorona,Jimfl_GMNB39_1,33875,239574967,1001,91366,4719,7072.32,6348,11439,21208,3206,42.68,0,37,60
Jimlac1,Jimgerdemannia lactiflua,Jimlac1,45525,179670541,1001,52467,2711,3946.63,9644,5625,32107,1769,44.42,1,140,143
Kalbr1,Kalmanozyma brasiliensis,Kalbr1,45,17325407,399,2209810,270565,385009.04,7,720612,20,424542,58.10,8,14,24
Kalpfe1,Kalaharituber pfeilii,Kalpfe1,595,78991937,170,2993692,14084,132759.56,31,629446,133,117757,46.25,0,4,27
Karrh1,Karstenula rhodostoma,Karrh1,139,45074449,1122,3083553,3012,324276.61,10,1929311,21,988968,47.13,2,8,12
Kazaf1,Kazachstania africana,Kazaf1,12,11130140,421466,1757399,888590,927511.67,4,1026673,10,578118,36.28,0,0,0
Kazna1,Huiozyma naganishii,Kazna1,13,10845821,450952,1410756,770551,834293.92,5,856010,11,538562,45.87,0,0,0
Khuory1,Nigrospora oryzae,Khuory1,68,46052188,1298,4826410,38626,677238.06,6,3410241,17,697147,56.64,0,0,2
Kicala1,Kickxella alabastrina,Kicala1,215,22263034,1126,2155275,22337,103549.00,13,607295,72,30241,48.85,0,0,0
Kircor1,Kirkomyces cordensis,Kircor1,150,40953002,1314,1694331,143106,273020.01,22,614061,70,177840,37.92,0,0,4
Klula1,Kluyveromyces lactis,Klula1,6,10689156,1062590,2602197,1753957,1781526.00,3,1753957,5,1320834,38.76,0,0,0
Kluma1,Kluyveromyces marxianus,Kluma1,8,10920159,939718,1745387,1421472,1365019.88,4,1421472,7,963005,40.21,0,0,0
Kocim1,Kockovaella imperatae,Kocim1,38,17465713,1313,2013504,169478,459624.03,6,1071374,16,444666,52.20,0,1,7
Kurca1,Kuraishia capsulata,Kurca1,7,11371246,1129669,2374218,1639918,1624463.71,3,1678882,6,1378385,45.52,0,0,0
Lacaka1,Lactarius akahatsu,Lacaka1,844,80299772,1296,2693307,37616,95141.91,73,249015,429,36526,51.46,0,0,1
Lacam2,Laccaria amethystina,Lacam2,1299,52581404,1006,841982,10503,40478.37,112,121592,473,22909,45.71,0,5,7
Lacbi2,Laccaria bicolor,Lacbi2,55,60707050,2629,12608159,81019,1103764.55,5,4309560,15,724552,46.00,2,9,6
LacCBS6924_1,Lachancea sp.,LacCBS6924_1,7,11336659,779442,2436460,1718511,1619522.71,3,2184418,6,839867,44.47,0,0,0
Lacda1,Lachancea dasiensis,Lacda1,8,10701617,834748,1826642,1410526,1337702.12,4,1410526,7,1066887,45.10,0,0,0
Lacdel1,Lactarius deliciosus,Lacdel1,717,96043985,1070,2501573,59056,133952.56,72,318552,375,55973,52.09,0,1,1
Lacfe1,Lachancea fermentati,Lacfe1,8,10264457,762788,1626734,1346284,1283057.12,4,1346284,7,1086951,42.48,0,0,0
Lachat1,Lactarius hatsudake,Lachat1,815,95486030,1085,1836981,54429,117160.77,86,261248,424,51284,52.08,0,0,2
Lachen1,Lactarius hengduanensis,Lachen1,1825,61963203,1002,496967,16981,33952.44,226,72496,986,15253,52.48,0,2,1
Lacla1,Lachancea lanzarotensis,Lacla1,24,11092131,13085,1828985,372948,462172.12,5,910667,12,372948,44.27,0,0,0
Lacme1,Lachancea meyersii,Lacme1,8,11261819,796910,2053149,1373993,1407727.38,3,2013154,7,819460,45.29,0,0,0
Lacmi1,Lachancea mirantina,Lacmi1,8,10117267,809466,1778692,1414338,1264658.38,4,1414338,7,824037,45.07,0,0,0
Lacno1,Lachancea nothofagi,Lacno1,8,11313798,739721,2350748,1651574,1414224.75,3,1763880,7,895690,43.65,0,0,0
Lacpsa1,Lactarius psammicola,Lacpsa1,1433,69824043,1006,2276165,21434,48725.78,137,111929,754,20311,50.80,0,3,3
Lacpse1,Lactarius pseudohatsudake,Lacpse1,1350,99708583,1065,1640529,38013,73858.21,169,149378,730,33880,52.36,0,0,2
Lacqu1,Lachancea quebecensis,Lacqu1,51,10229370,5129,1368589,82287,200575.88,6,533706,21,106524,46.69,0,0,0
Lacqui1,Lactarius quietus,Lacqui1,2812,115901997,1029,1081283,18521,41216.93,325,89817,1495,17004,49.55,0,0,0
Lacsan1,Lactarius sanguifluus,Lacsan1,986,86240450,1001,1895621,36624,87464.96,89,235641,472,38744,52.00,0,1,1
Lacsub1,Lactifluus subvellereus,Lacsub1,1468,44824221,1009,1608526,7455,30534.21,55,186084,535,11076,52.26,0,0,1
Lacth1,Lachancea thermotolerans,Lacth1,8,10392862,687718,1720065,1513537,1299107.75,4,1513537,7,893706,47.29,0,0,0
Lacviv1,Lactarius vividus,Lacviv1,1123,69041955,1062,1932681,21455,61479.92,76,202573,510,24097,51.45,0,0,0
Lacvol1,Lactifluus cf. volemus,Lacvol1,712,62975844,1151,2319487,35383,88449.22,50,238496,360,34396,50.42,0,0,0
Laesu1,Laetiporus sulphureus,Laesu1,403,39916888,1015,2261102,3513,99049.35,22,522580,75,130263,50.35,0,0,0
Laxbic1,Laxitextum bicolor,Laxbic1,1042,40781994,1034,901498,15184,39138.19,73,149812,539,14788,54.98,0,1,0
LecAK0013_1,Coniochaeta sp.,LecAK0013_1,171,45654947,1039,9233013,3275,266987.99,5,3618960,16,683526,49.00,0,5,3
LedB17_3,Lentinula edodes,LedB17_3,30,46097005,27876,5849119,934971,1536566.83,5,3662990,16,805900,45.95,0,1,1
Leisp1,Cubamyces sp.,Leisp1,549,34515440,1004,768463,15066,62869.65,50,193527,190,36514,56.30,0,4,3
Lenfl1,Lentithecium fluviatile,Lenfl1,195,54688705,1091,2832977,20048,280454.90,16,1053498,60,285341,46.27,0,5,13
Lenpar1,Lentamyces parricida,Lenpar1,725,22379953,1005,263117,21172,30868.90,130,55191,395,17806,48.71,0,0,0
Lenti7_1,Lentinus tigrinus,Lenti7_1,207,39530113,1029,3536739,13899,190966.73,11,846108,51,193933,55.64,0,5,2
Lenvul1,Lentinellus vulpinus,Lenvul1,578,34711142,1013,1709124,14878,60053.88,45,197421,201,35469,52.26,0,0,0
Lenzyc1,Lentamyces zychae,Lenzyc1,24,24684069,21067,4516094,51861,1028502.88,4,2437522,9,2035109,44.97,0,0,0
Lepmu1,Plenodomus lingam,Lepmu1,41,44892605,21590,4258568,1087932,1094941.59,10,1769547,22,1020521,44.11,0,2,3
Lepnud1,Collybia nuda,Lepnud1,822,43493018,1001,1464351,6088,52911.21,49,265056,205,41768,42.27,0,6,2
Lepor2,Leptodontidium sp.,Lepor2,70,77016911,5295,6862130,542249,1100241.59,10,2683090,33,620077,45.78,0,0,18
Leppa1,Lepidopterella palustris,Leppa1,3371,45668136,1000,320835,2880,13547.36,242,51152,1213,5574,46.20,0,31,31
Leptod1,Leptodontidium sp.,Leptod1,815,73780780,1013,2063517,25387,90528.56,67,312982,305,50681,45.76,0,0,2
Leucr1,Leucosporidium creatinivorum,Leucr1,177,26329764,1164,1516574,90250,148755.73,27,301033,93,83112,58.56,0,0,0
Leugo1_1,Leucoagaricus gongylophorus,Leugo1_1,92785,101584475,100,100988,648,1094.84,13933,1792,58641,497,35.14,1,498,559
Leumo1,Leucogyrophana mollusca,Leumo1,1262,35193237,1003,615492,7871,27886.88,108,93502,477,13743,51.58,0,3,1
Liccor1,Lichtheimia corymbifera,Liccor1,207,33525905,1558,1313670,56867,161960.89,25,367562,85,89548,40.12,0,1,0
Lichy1,Lichtheimia hyalospora,Lichy1,2222,33282407,1000,615097,1514,14978.58,79,129127,315,12857,39.28,0,0,1
Licra1,Lichtheimia ramosa,Licra1,74,30708998,2029,3088551,100771,414986.46,8,1220876,24,338404,41.21,0,0,0
Linin1,Lindgomyces ingoldianus,Linin1,200,69030646,1012,3533513,13589,345153.23,19,1217903,57,363587,41.36,0,2,2
Linpe1,Linderina pennispora,Linpe1,227,26202545,1143,3302357,31695,115429.71,9,908848,109,33092,54.14,0,0,0
Linrh1,Lineolata rhizophorae,Linrh1,68,31143728,1127,2156511,226913,457996.00,11,1108205,30,392888,55.22,1,4,5
Linth1,Lindra thalassiae,Linth1,149,31924598,1005,2222729,108717,214259.05,19,475887,65,145214,43.50,0,1,3
Lipst1_1,Lipomyces starkeyi,Lipst1_1,117,21267709,2002,2131963,2801,181775.29,7,1341299,15,694023,45.62,0,0,0
Lizem1,Lizonia empirigonia,Lizem1,423,51521545,1743,2002101,15291,121800.34,21,901519,76,55161,52.28,0,18,40
Lobtra1,Lobosporangium transversale,Lobtra1,138,42768949,1957,1854208,182234,309919.92,22,672590,66,218812,41.57,0,0,0
Lodelo1,Lodderomyces elongisporus,Lodelo1,11,15350449,406919,3549218,1248858,1395495.36,3,2011058,8,572011,36.74,0,0,0
Lolmi1,Lollipopaia minuta,Lolmi1,380,37418398,1023,731565,48422,98469.47,51,212759,178,55470,55.37,0,2,2
Lompr1,Lomentospora prolificans,Lompr1,1624,37603105,240,6579848,369,23154.62,4,2796173,14,594860,51.48,1,9,5
Lophiu1,Mytilinidiaceae sp.,Lophiu1,70,33900907,1028,2610954,246866,484298.67,11,1209692,32,297418,51.42,1,17,14
Lopma1,Lophiostoma macrostomum,Lopma1,1282,42577411,1002,919722,2339,33211.71,75,160488,284,34618,50.83,0,19,13
Lopmy1,Lophium mytilinum,Lopmy1,49,43412209,1128,3868745,38408,885963.45,9,2039319,19,1448612,49.64,1,8,9
Lopni1,Peniophora sp.,Lopni1,217,48435708,1000,6765526,12646,223206.03,14,920714,55,217101,53.94,0,4,3
Lopnit1_1,Lophodermium nitens,Lopnit1_1,722,74665558,1355,577604,74966,103414.90,143,161011,436,58681,46.43,0,4,5
Lopnu1,Lophiotrema nucula,Lopnu1,187,48642237,1060,2109007,29384,260118.91,18,983663,53,249194,49.38,0,6,8
Lorju1,Loramyces juncicola,Lorju1,58,42679920,1070,3025172,262375,735860.69,9,1960935,22,678997,45.54,0,0,1
Lorma1,Loramyces macrosporus,Lorma1,91,50587134,1040,2836200,192553,555902.57,13,1520927,36,388400,42.80,0,9,10
Lycper1,Lycoperdon perlatum,Lycper1,1192,64634788,1000,3208849,17753,54223.82,64,209978,561,19325,47.49,0,3,11
Lyoat1,Lyophyllum atratum,Lyoat1,171,64896558,2598,4672155,79417,379512.04,15,1212218,60,226931,51.34,0,0,4
Macan1,Macroventuria anomochaeta,Macan1,75,33336106,1077,2240245,378574,444481.41,16,658664,45,298188,52.05,0,2,1
Macfu1,Macrolepiota fuliginosa,Macfu1,3478,46396944,1000,626075,3334,13340.12,199,54161,1344,5554,47.45,0,8,12
Macph1,Macrophomina phaseolina,Macph1,1506,48882845,200,1143446,3346,32458.73,91,150180,365,27972,52.33,0,3,2
Macpha1,Macrophomina phaseolina,Macpha1,184,53641247,1098,3636994,105268,291528.52,17,882737,79,138256,52.29,0,0,3
Madmy1,Madurella mycetomatis,Madmy1,804,36704944,1020,582697,30124,45652.92,144,81844,453,24087,54.82,0,5,2
Magor1,Pyricularia oryzae,Magor1,7,40491973,3415785,8319966,5546968,5784567.57,3,6606598,6,4133993,51.58,4,5,6
Magpo1,Magnaporthiopsis poae,Magpo1,205,39503331,2136,6150421,5465,192699.18,5,3426601,14,811547,49.83,0,1,2
Malgl1,Malassezia globosa,Malgl1,67,8958118,318,1406286,1781,133703.25,5,654612,13,194297,52.06,0,0,0
Malpa1,Malassezia pachydermatis,Malpa1,91,8150648,202,1489072,338,89567.56,3,1303022,9,260308,55.06,0,1,0
Malsy1_1,Malassezia sympodialis,Malsy1_1,65,7669689,501,814907,4246,117995.22,6,513493,19,118155,58.97,0,0,0
Malve1,Malassezia vespertilionis,Malve1,14,7581597,1510,1463471,488064,541542.64,4,844276,8,427958,56.62,3,4,7
Marbr1,Drepanopeziza brunnea,Marbr1,89,51949877,1006,5185404,148901,583706.48,11,1599552,31,400574,42.72,0,0,2
